,id,text,label,dataset
20991,21442,"so weird how the word ""cunt"" is offensive in other countries, yet in this country it's a reference to somebody.. like ""who's this cunt?""",0,davidson2017
3153,3233,[USER] ok u hav gun. i love you and you are my superior at fighting games and you probably get more bitches too. peace ✌,0,davidson2017
6290,6471,[USER] that's my nig nog,0,davidson2017
16390,16763,rt [USER]: congressional hopeful richard tisei stops in at baker's swampscott rally. but still no charlie. wcvb [URL],0,davidson2017
6964,7160,"[USER] lol avila... it's simple, but i live in a pretty redneck area.. so it never gets pronounced correctly",0,davidson2017
8913,9160,early bird get the worm.,0,davidson2017
13372,13702,nino brown? oh das me rt [USER] nino brown on yall hoes.,0,davidson2017
21991,22458,this bitch looks like a tranny tho.,0,davidson2017
3899,4013,[USER] bitch nobody want you,0,davidson2017
5687,5848,[USER] [USER] are u fucking still talking bitch i wanna see that i don't give a fuck about your ugly ass girlfriend son,0,davidson2017
21868,22335,they had a steak category.   ran that bitch like a busto.,0,davidson2017
5202,5357,[USER] scores don't matter in spring training man!,0,davidson2017
17179,17571,rt [USER]: [USER] [USER] the real reason y she gave up rapping was because of me.. i called her trash to her face n asked for…,0,davidson2017
7997,8222,bengals kicker trash.,0,davidson2017
13864,14203,please control yo hoe ! 😂😂,0,davidson2017
9660,9924,happy birthday bitch 😎[USER] [URL],0,davidson2017
1842,1880,“[USER]: @ a girl who's a hoe on twitter 👀” [USER],0,davidson2017
8547,8783,creeping with my side bitch hope i don't get caught cheating,0,davidson2017
7112,7311,[USER] i tell it how it is if yu ain uh bitch or uh hoe i call yu by yo name,0,davidson2017
7490,7703,about to smack some peckerwoods in a judge pit,0,davidson2017
9616,9877,had yo main bitch gettin high..,0,davidson2017
2329,2375,[USER] lmao ✋ excuse me bitch?i am not soundcloud,0,davidson2017
22727,23205,"when people tailgate, then pass you up, and look lol i just wave like hi bitch yeah i see you do i care fuck no pass me up",0,davidson2017
20116,20561,rt [USER]: i wasnt put on earth for a bitch not to like me& i damn for sure dgaffff 😜👌,0,davidson2017
9639,9902,half these bitches be playin because but im far from a lamee,0,davidson2017
17971,18375,rt [USER]: crying “kill me with fire” rt [USER]: that pussy crying for help,0,davidson2017
4865,5006,[USER] and im beautiful bitch,0,davidson2017
22589,23065,what a fucking retard,0,davidson2017
2260,2305,4th and long bitches,0,davidson2017
13810,14148,"perhaps i'm not a ""diehard"" yankee fan, but there's no more point in watching this debacle yankees tigers mlb so what else is on? lol",0,davidson2017
17767,18168,rt [USER]: bruh you're not a friend.. you fuck with me when you and ya bitch into it 😂😂😂,0,davidson2017
9722,9987,"he died for a reason rt [USER]: ""[USER]: i didn't follow you back cuz you fat, bitch. foh large hoe."" jesus ain't pleased fam",0,davidson2017
5693,5856,[USER] those were bumblebees....,0,davidson2017
14492,14840,rt [USER]: wiz is garbage to be put in the trash can known as beyoncé to be put in a dumpster known as the vmas.,0,davidson2017
9732,9997,he is really on my line singing negro spirituals..!!,0,davidson2017
1678,1713,“[USER]: men hop in they feelings much quicker than women.” not me 😈 i hop in ya bitch,0,davidson2017
10555,10834,"i hope i trip and fall into some pussy, tunechi",0,davidson2017
23747,24241,dealing with your bitch ass is so annoying,0,davidson2017
11655,11951,"if you like the 24k gold rillos, your a pussy",0,davidson2017
17699,18099,rt [USER]: pete carroll prolly got the hoes lined up for his players after the game bruh,0,davidson2017
7960,8183,be mean or rude to my little sister again and i'll kick your ass. it applies to all of you little snooty bitches. k thanks.,0,davidson2017
22304,22775,twitter is trash,0,davidson2017
13892,14231,"posted a new song: """"guala"""" [URL] [URL]",0,davidson2017
10330,10608,i give my niggas hope and sell these bitches dreams!,0,davidson2017
6619,6805,[USER] [USER] too pussy or what?,0,davidson2017
22407,22882,"used to have a girlfriend, now all i got is hoes..",0,davidson2017
17978,18382,rt [USER]: when you try to tell grandpa that 70s music was trash [URL],0,davidson2017
6332,6513,[USER] pussy,0,davidson2017
14914,15270,"rt [USER]: i live for street glory and i die for ghetto fame. respect all, fear none my pride is everything....",0,davidson2017
21433,21895,that warm fuzzy feeling when you're able to give someone a helping hand. talking about medical problems with others can really help.,0,davidson2017
24063,24564,if youre not cheering for mexico youre a little bitch,0,davidson2017
8902,9148,"e250 5.4 motor and tranny  i have a 2008 5.4 triton motor and transmission with 5,200 miles that came off a e250... [URL]",0,davidson2017
6041,6215,[USER] ok faggot [URL],0,davidson2017
16248,16620,rt [USER]: [USER] [USER] the only thing that cunt talked about was me crying about the traffic jam. knows nothing abou…,0,davidson2017
2365,2414,[USER] two trash ass passes you know damn well you saw it too. on 2nd and 3rd down. before santos won the game.,0,davidson2017
9652,9915,happy birthday to this fag! [USER],0,davidson2017
7113,7312,[USER] ya dude get the pussies drunk!,0,davidson2017
8593,8830,da fuq ho,0,davidson2017
16699,17084,"rt [USER]: mary had a juicy clam, was always good to go little touch of boated man and she began to flow  hallmark nostra collecti…",0,davidson2017
7463,7675,a nigga will say the worst about a bitch and she'll still feel validated as long as he would fuck her.,0,davidson2017
4180,4303,"[USER] [USER] [USER] [USER] nigga i seen yo ass at da welfare center, punk bitch, ain't worth my time",0,davidson2017
3813,3923,[USER] finished the essay and the quiz bitch,0,davidson2017
21632,22095,the weeknd is why bitches love dark skin fellas now.,0,davidson2017
5940,6110,[USER] we hate them more than the cowboys and yankees.,0,davidson2017
8545,8781,crazy bitch - buckcherry 👌,0,davidson2017
8390,8623,catch up with the lingo itty bitty bitch,0,davidson2017
24198,24702,"maddie, karissa, ireland, cierra and i have gotten so close i'd kill a bitch for them tbh",0,davidson2017
1775,1811,"“[USER]: ""i can believe that wiz khalifa and that one bald bitch are getting divorced ""”",0,davidson2017
20101,20546,rt [USER]: people beg to see women's bodies but the minute they're seen that woman is now a hoe oh okay,0,davidson2017
6921,7116,[USER] [USER] ohhhhh you bitch,0,davidson2017
8857,9103,drinking thai-tea while watching male drama queens bitch on facebook. whole lot of snitching going on.… [URL],0,davidson2017
3995,4114,"[USER] [USER] i don't suck tho, you're just mad because you're trash and i carried you. you always had 0 points",0,davidson2017
11442,11735,"i've never had a problem w| anybody here, i've been w| the company for a year, and then this snitch fucking bitch is trying to get me fired",0,davidson2017
16264,16636,rt [USER]: chill!!!! rt [USER]: tweet you don't like bitches wit short hair ya mentions gon be full of this [URL],0,davidson2017
13333,13661,niggas gossip like hoes man i ain't wid that shit,0,davidson2017
4362,4490,[USER] you wish niggah!!!,0,davidson2017
9937,10209,how you cry like a bitch every time me other chiefs fans have friendly debates?????,0,davidson2017
24114,24615,jacob u look like a monkey in dis [URL],0,davidson2017
20666,21114,see... he already know he a faggot lmao,0,davidson2017
22271,22742,trust none bitch i don't,0,davidson2017
726,737,"if the purge was real i'd be the best prostitute and madam ever. hey, if you got pussy, you shouldn't be broke, right? lmao jk",0,davidson2017
22955,23435,"wiz need to go back to the ""yeahhhhhhh bitch"" ""okkkk"" wiz",0,davidson2017
13473,13804,now i don't even want to do anything. son of a bitch,0,davidson2017
1015,1038,😈😍💰 - your my bffl. i love you ya funcy bitch 😂 i went finna be faded & shaded on ya c day 💙 we dem girlz 😈😎💰😎,0,davidson2017
6563,6748,[USER] fag that's some gay ass shit,0,davidson2017
7949,8170,basic bitches & lame niggas <,0,davidson2017
23705,24199,cant fuck around wit young niggas cause they be acting like hoes,0,davidson2017
17147,17538,"rt [USER]: gop nominee for ma gov charlie baker's ""fisherman story"" falls apart. he deserves an oscar for his play crying. [URL]",0,davidson2017
13090,13412,my nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults,0,davidson2017
2768,2836,[USER] [USER] whatever turn them hoes on z-ro ain't gone get the bitch wet,0,davidson2017
21942,22409,this bitch ask me why i dont hit her up.and that i dont talk to her....bitch want me to hit her up so she can ignore or respond hours later,0,davidson2017
7779,7998,another season of retweeting every one of [USER] 's yankee tweets! 😂😂😂😂,0,davidson2017
4758,4897,[USER] faggot.,1,davidson2017
24029,24526,"i'm sorry i called you a gap-toothed bitch, its not your fault you're so gap-toothed",0,davidson2017
5479,5637,[USER] bitch probably deserved it lol,0,davidson2017
7842,8062,at the mlk march tryna find a man bitch we see u,0,davidson2017
19002,19425,rt [USER]: [USER] now let's get onto you .. you slingy dingy ugly salamander lookin bitch i will not waist my time tweeti…,0,davidson2017
6693,6881,[USER] you are an ignorant cunt.,1,davidson2017
16678,17062,"rt [USER]: ""tyrone i didn't mean to throw your mixtape in the trash c'mon fam"" [URL]",0,davidson2017
13232,13559,never put nothin pass these hoes cause all of these hoes straight ratchet,0,davidson2017
5068,5218,[USER] hey i'll leave abbey too! oh if i get a job on the slope i might move back! cause id lose out on lots of money buying tickets,0,davidson2017
2241,2286,270 on flappy bird suck my dick and lick my balls swag,0,davidson2017
12919,13238,moving is always a bitch.. i'm excited for dallas though.,0,davidson2017
5797,5962,[USER] [USER] not over no twitter shit. plus youre a female. you letting a dumb sloppy body ignorant bitch speak for 13k people,0,davidson2017
23679,24173,bitches tryna be down but i ain't for that relationship life right now.,0,davidson2017
12538,12850,lmaoooooo @ supreme being trash. guess bape is trash to huh?,0,davidson2017
22637,23115,what's a queen without a king?  ...a lonely ass bitch!,0,davidson2017
210,212,"""[USER]: [USER] i think worst advice i gave you was "" don't be a pussy and speed up"" lol""",0,davidson2017
8132,8358,bored then a hoe! listening to these fuck ass adults lecturing us with [USER] [URL],0,davidson2017
12627,12941,"lol, what i look like waiting on another nigga bitch.😂😂😂",0,davidson2017
1099,1123,"“[USER]: [USER] [USER] ion wanna hear it, then hoes faker than momma dee's teeth”💀💀",0,davidson2017
3722,3829,"[USER] i want some.....i'm so damn tired of being in the fucking kitchen, a bitch is hot and needs a glass of wine and a back rub",0,davidson2017
12899,13218,"montana, wisconsin, maine, new hampshire, north and south dakota, wyoming. all places you can move an ex-hoe to and be happy.",0,davidson2017
16106,16476,rt [USER]: just got 11 in flappy bird holy shit,0,davidson2017
6142,6319,[USER]  i ain't never orderin from no colored pizza stow,0,davidson2017
18094,18499,rt [USER]: resisting the urge to smack a bitch [URL],0,davidson2017
6746,6934,[USER] i love you and bitches love me.,0,davidson2017
5787,5951,"[USER] [USER] he's the ""fuck her right in the pussy"" guy",0,davidson2017
15561,15926,rt [USER]: too many bitches strictly rely on their looks. can't bring nothing to the table but 100 likes and an iphone 😂😂,0,davidson2017
19039,19463,rt [USER] these hoes be acting up!,0,davidson2017
10818,11099,"i plan on eating this entire motherfucking pizza i just ordered like a mufucka, bitch.",0,davidson2017
10688,10968,i look like a dusty bird today..,0,davidson2017
22971,23452,woot! rt [USER]: yankees completed their sixth series sweep of the season and fourth at home.,0,davidson2017
22099,22567,this my bitch please face [URL],0,davidson2017
4151,4273,[USER] fine walk bitch,0,davidson2017
1642,1677,“[USER]: snap chat names please? 😏💫💦”only bitch you can snapchatt is me,0,davidson2017
23493,23984,your bitch only wanna fuck when you doing something that has nothing to do with her.like playing video games or watching the game.,0,davidson2017
11303,11592,i'm just living my nig....,0,davidson2017
13364,13693,niggaz irrational these days...quick to jump bad bout a bitch...,0,davidson2017
7678,7895,aloha bitches! 27 minutes before i caught a 32ft great white okay so maybe im lying but i was fishing [URL],0,davidson2017
21878,22345,they say i wouldn't make it now them same bitches is calling my cellular,0,davidson2017
9562,9822,"gotta put it back in rotation rt [USER]: [USER] ain't heard u say...""you lil stupid ass bitch"" in a minute fam u slackin lol",0,davidson2017
4648,4785,"[USER] real shit, that light armor is a bitch to find tho",0,davidson2017
5098,5249,"[USER] vince, what is the general feeling of the natives that you know in regards to the term ""redskins""? offensive to them or not?",0,davidson2017
6880,7075,[USER] [USER] [USER] unexplainable!,0,davidson2017
